text,gender
I could live two lives and not be close to developing cancer so stop acting like EVERYTHING causes cancer.,male
"One of these days, a family on #EastEnders will sit and go thru holiday snaps &amp; FREAK THE FUCK OUT when they don't recognise ANY of the kids",female
Cc @PdpNigeria. Metuh should pls come out and lambast the tribunal judges. We can't just take it. Lmao. Yeye party. https://t.co/kWFOvwoRX6,male
"In order to play The Joker on screen, one must completely lose themselves in that character. In the end, The Joker truly wins.",male
"Which is the most important? 
To me, friends and family come first _Ù÷_",female
"Port Authority and city police say the victims -- one man, one woman -- were initially hit by an SUV and thrown under the bus.",female
"EVERYDAYILOVEYOU Forevermore

and what makes it last

#PushAwardsLizQuens",female
I got clean house and re-up my collection. Gotta come out with the Winter GIF collection by Marc Yacobs,male
Family is everything. Years past and we may change but we will always have each other _ÙÕ¥#mumspartysÛ_ https://t.co/kPR9FfdfRO,female
"@IHRA All we have to do is go to Texas, pick up a load of Coors, and be back in 28 hours?",male
NeuvooRetAus: Apply now to work for Texas Health and Human Services as #Purchaser #III in #Austin #jobs https://t.co/nlPHWvtWnq,female
PLEASE HELP ME TO SEE JUSTIN THIS WEDNESDAY BY COMMENTING WITH THE USER AND HASHTAG ON THE DESCRIPTION https://t.co/7sBgpRIKmX,female
"@clirwoodmings @ChezLoudKidz Youll meet him one day, don't loose hope_ÙÕÏ The wait will be worth it cause he's amazing X",female
"@riwired and only help out with supplies etc, u know where that will end up!!",female
"Christian Service Opportunity:

Rake and burn leaves in our yard!",male
"David Mansfield: ""Evidence is low down in the discussion on drugs, where opinions are what shapes the policies."" #FALive",female
"So happy for Brooklyn, but now i want Cam and Mikey to join too _Ù÷â_ÙÔ",male
@FuegeNameEin I hope it's not to scary and creepy lol.,male
Hey @VICE you and the PM of Canada can eat a dick. This is the stupidest shit I've ever read. https://t.co/CA7SJK02sb,male
The accuracy though lol  https://t.co/frFforEeLC,female
"I'm single but Im not looking for someone to make me happy again. Im happy because of me. Im wanting someone's time, trust, care, and love.",female
If you don't catch me while I care I savage the whole situation,male
@mattiefox_ I wanted to hangout. I told her I was working so I couldn't and she never responded.,female
"R/T TrucksHorsesDog: #NotTHIStime

#StopHillary2016 
#WhyImNotVotingForHillary 

#WakeAUpAmerica Û_ Û_ Û_ Û_ Û_ Û_ Û_ Û_ Û_Û_ https://t.co/5IV46WvPMc",male
At @astleyclarke today with the great team who make amazing jewelry https://t.co/whAntxQxVu,female
"@ZakMcc ""My inability to see/feel what you see/feel in this game you love and I hate is a problem with your taste and not my imagination""",male
Why 'climate justice' has India and the West at each other's throats https://t.co/R3GHqCcvfz,male
Luckily my car's damages from my accident the other night are going to be covered fully + I'll get a rental in the interim!!,female
@CllrJonHawkes @MsErika_B And it did it by kicking it back. The fatal motion was the dodgy manouver.,male
@nellenellecoolj DON'T BLOCK DA BLESSIN DAT IS MY PURITY AND VERSIONITY!!!,female
The fact that Drake had his gun range trip documented and posted is really hilarious to me _Ù÷â,female
wow. I can't believe we've only talked 100 days. I'm so glad we met and you are one of my best friends. I love you_Ù÷÷_Ù÷÷ https://t.co/WR7GHnbuCF,female
"ah, apparently the author of the book hated the film (bc. it misinterpreted his ideas).

yeah, I really should read the book.",female
@GuitarmanDan idek watch that! I watched Fear The Walking Dead. _Ù÷±,female
"I kept telling myself the temptations would let me in,
And they did.",female
When there's a fight at your school and you miss it_Ù÷¥,female
just here to say that melissa is ugly and i hate her _Ù_Ô_Ù_Ô,female
"That's the end of vacation. (@ Seattle-Tacoma International Airport (SEA) in Seatac, WA) https://t.co/0ZEuXk9YWh",female
AND 7 MONTHS UNTIL OUR ROAD TRIP _Ù÷ _Ù÷  @SuperChrissy05,female
High-principled common stock liberate-income and applications: nez,female
@annabond323 @youfunnyb do you have cabacar? we took it like 2 weeks ago and we still dont have our grades,male
So #Blair apologises for the illegal invasion+subsequent chaos in #Iraq - mere coincidence he waits till he's made millions in the meantime.,male
@AnneMac10 And then she cried on me.,female
The Impudence of Rabiu Kwakwanso and his Fulani brothers - by FFK: Written by Femi Fani-Kayode...Read below..I... https://t.co/oD4GYTEDqo,female
The @BBC will go for views so will pick Fc United and Salford just because they already have a high profile.  https://t.co/FPoRudGVDN,male
she always with her man _Ù÷¢_Ù÷¢_Ù÷¢ and i jus be there with my dog,female
Also hbd to the one and only @JKahny4 _Ù_ö_Ù_ä https://t.co/wrJAYIOp1C,female
@VibeTickets 3 tickets to one direction on the 30th lmao been looking ages,female
@kyIieswifi i was the first pls,male
cant wait for the 13th and 14th november _Ù÷_Ù÷,male
@MichelleDBeadle @TheHerd @ColinCowherd The best Male-Female combo in sports reporting history.,male
So annoying that I could drive to Birmingham and back in the time it takes me on the train _Ùªã_Ù÷Õ,female
"in other news, I just realized that the fancy pen I threw away a few weeks ago was actually my tire pressure gauge",female
the group of actual lads who were crying and singing DO DO DO DO DO DO DOO DO at the beginning of Jesus Christ :-(,female
The Voice 2015: Viktor Kiraly and Jordan Smith Deliver Best Knockout Round Ever (VIDEO) https://t.co/NyrmQgGgSw,male
When entitled ass rich kids cut me off in the burrito line,female
"I Just Voted for @onedirection for #ArtistOfTheYear Go Here https://t.co/qyQzqR5Qo2 and Vote for your favorite!           
VOTA",male
When I ask my professor questions about the assignment https://t.co/8i0Ktpdw1B,female
"More and more bad news, coooollllllll",female
@Katsuraptor i really liked the first 2 ovas but then the third has hour long rape scene in hell and i was like uhhhh i think im out,male
"Constant stomach pain could be a sign of excess acidity; or, ulcers; or a host of other conditions. Detox and then change the diet.",male
Am I the only one who sees Yunho in Hoya...,male
"Learn to preserve the #recipes, the memories &amp; the personal stories behind the food. Listen Live: https://t.co/JzAzaaEpu3 best #TalkRadio",female
"Hi princess of light eyes _ÙÕÐ. 
You and a great makeup artist _ÙÕã_ÙÕÜ .
You are awesome Lottie . 
Please follow me babe ? _Ùª_Ùª @lottietommo x525",female
"Very proud of your accomplishments, my sweet and talented Rob... I am very happy to be with you _Ù÷ä_Ù÷÷_Ù÷÷

Love, always _ÙÕÑ",female
"I get high, and I love to get low. So the hearts keep breaking, and the heads just roll. You know how the story goes _Ù_¦",female
@ernie20056 in my arms and kiss you I want to go travel to places you want us to visit even if it's just a weekend get away .,male
@Omg_kurztay I think you're missing the tail _Ù÷Ï https://t.co/7qjrRjYXOD,female
gym and acai bowl dates are the best ÷¼ü,female
No there ain't no trucks in Texas and I ain't missin you_Ù_¤,female
Listen to one side of the story n it's all lies find out the truth by yourself,male
@FocusedFO lol damn .. The struggle,female
"Hey @Harry_Styles! Thank you for being a precious and genuine person, for your big heart of gold! Would you mind following me? :D x230,301",female
If you want to party friday and saturday hmu and ask _ÙÔÛ_Ù_Ä,female
Coming off bye week to record The Seniors w/ @ROBWGRAY at 3:30. Will be good to get the squad back together.,male
I mean isn't it the greatest day of your life?! And poor Josh.._Ù÷â_Ù÷â_Ù÷â_Ù÷â https://t.co/5XhixtMtBm,female
@ImALegendKiller @fangirlnextdoor I'm thinking more and more he's alive. That's not how he died on the graphic novel but that means nothing,female
Gate Opened! Bring on the Frozen Hills in #BestFiends - Download FREE - https://t.co/yUuzgo5DvZ via @bestfiends https://t.co/lSaetMNpuQ,female
I just entered to #WIN The Journey Home on DVD and an adorable polar bear plush! #TheJourneyHome #ad . https://t.co/XrBXAijgp0,female
@Wendy_Mc Dang it!! ::deletes title page of manuscript:: Back to the drawing board.,female
everyone should invest their money with Clifford Ellis the best stock broker in the world,male
@JoeBerkowitz I feel like I am the only person at all bothered by this shit. What in the actual fuck.,female
@onedirection Favorite Duo or Group Pop/Rock at the #AMAs,male
|REPLAY| How to get the best deals online #PFSScopes #SanitySavers #katch #Periscope https://t.co/4FJRYfcSUL https://t.co/GkoR6geqP7,female
"She Was 10 Years Old And Thought She Was Having A Tummy Ache, Turned Out She Was Pregn... https://t.co/lOrZaj6eIK https://t.co/VdX0mo8zv6",female
ignored by my sunshine madison beer again and again,female
"@ChalkOne @snoov603 inb4 someone find where snoov works and calls him.

For a job
Muhaha",male
"On Periscope? Follow ""@Godfadr"" for live broadcasts and a secret page with prizes!  https://t.co/sferPXTHU8 less than 35 hours left to enter",male
I liked a @YouTube video https://t.co/EV7PHD3A2h Chocolate chip cookies | The Vegan Corner,female
"""I'd be more excited for Halloween if I hadn't already spent all the other days of the year eating candies and scaring children""",male
Funny how you try to step up and do something nice then get shit on for it. #whatever,female
"I, I'm not the prettiest you've ever seen
But I have my moments, I have my moments
Not the flawless one, I've never been",female
LeadWithVideo: The Sweet Spot For Online Video Length - https://t.co/IP8b5GiWCn #marketing #entrepreneur #videomarketing #business #smallbÛ_,female
The world is mean enough to kills someone deeply inside,male
I seriously can't find anything to wear to the concert it's making me so sad _Ù÷Ó,female
"Get Airport City on Android! Enter my promo code a4cegm7 and receive bonus!
https://t.co/IYdxbGAKyH #android #androidgames #gameinsight",male
"Quentin Tarantino was involved in a protest against police brutality in New York. Patrick J. Lynch, the president... https://t.co/EPymDLFQGN",male
ÛÏ@thacelebritea Seen on the Scene: Spotted #RavenSymone out and about earlier this week [r.p @theybfdaily ] https://t.co/sjNH93a0L3Û ÷¼ü÷¼ü÷¼ü,female
@johnicecream ok im gonna try the 2 months and 1 month off. Ty King John,male
@withthemoonblog I'm not at the Spectre Premiere either. Just so you know.,female
@camerondallas I'm bored. Wanna watch Disney and cuddle? (No I didn't mean Netflix and Chill.),female
@fadynissan it wont matter he made the acronym ASAP if the album is good enough,male
"@griffinkelton then there's always @tazzakitchen with amazing pizza and cocktails (but again, not late night)!",male
@CiBabs I lived the indestructible Nokia phone life for ages. :D,female
Samhain Menu Ideas (Vegan and OilåÊFree) https://t.co/4DCnXi84rf,female
Recent Social Media articles nicely categorized https://t.co/PdlN8MyScG #Strategy #privacy #startups #corpgov #reputation #bigdata and more,male
@KarlSafchick @DLFootball @EDH_27 @AdamHarstad Would u trade MEvans and Sammy for AntonioBry and DougMartin? If not how much to balance?,male
When your buddy says he was at the same club as you so you say prove it. https://t.co/9b532aWPl5,male
"Light My Fire MealKit 2.0 8-piece Outdoor Meal and Prep Kit, Green https://t.co/hXOKx56T1M https://t.co/zjr0Rzor7y",male
omw home from practice and all I can think about is a big glass of ice water and a cold shower,female
